"restaurant_name","city","restaurant_type","swiggy_mins","zomato_mins","avg_minutes"
"Restaurant_1577","Hyderabad","Fine Dine",48,41,"44.50"
"Restaurant_2286","Jaipur","Fine Dine",47,42,"44.50"
"Restaurant_2420","Lucknow","Casual Dining",46,43,"44.50"
"Restaurant_1886","Chennai","Cloud Kitchen",50,39,"44.50"
"Restaurant_208","Mumbai","Qsr (Quick Service)",45,44,"44.50"
"Restaurant_1451","Pune","Casual Dining",43,46,"44.50"
"Restaurant_1604","Hyderabad","Cafe",42,47,"44.50"
"Restaurant_1052","Delhi","Cafe",46,43,"44.50"
"Restaurant_1725","Hyderabad","Food Truck",45,44,"44.50"
"Restaurant_449","Mumbai","Cafe",45,44,"44.50"
"Restaurant_1684","Hyderabad","Food Truck",41,48,"44.50"
"Restaurant_1334","Pune","Fine Dine",42,47,"44.50"
"Restaurant_1567","Hyderabad","Food Truck",47,42,"44.50"
"Restaurant_1493","Pune","Cloud Kitchen",48,41,"44.50"
"Restaurant_172","Mumbai","Fine Dine",40,49,"44.50"
"Restaurant_2496","Lucknow","Food Truck",48,41,"44.50"
"Restaurant_1741","Chennai","Casual Dining",45,44,"44.50"
"Restaurant_1163","Delhi","Qsr (Quick Service)",40,49,"44.50"
"Restaurant_774","Bangalore","Cafe",44,45,"44.50"
"Restaurant_1854","Chennai","Cafe",44,45,"44.50"
"Restaurant_1448","Pune","Casual Dining",50,39,"44.50"
"Restaurant_160","Mumbai","Qsr (Quick Service)",42,47,"44.50"
"Restaurant_405","Mumbai","Fine Dine",36,53,"44.50"
"Restaurant_894","Delhi","Cloud Kitchen",42,47,"44.50"
"Restaurant_2229","Ahmedabad","Casual Dining",44,45,"44.50"
"Restaurant_294","Mumbai","Fine Dine",53,35,"44.00"
"Restaurant_1075","Delhi","Cafe",49,39,"44.00"
"Restaurant_1321","Pune","Fine Dine",44,44,"44.00"
"Restaurant_2472","Lucknow","Cafe",45,43,"44.00"
"Restaurant_2038","Kolkata","Food Truck",44,44,"44.00"
"Restaurant_2093","Kolkata","Cafe",37,51,"44.00"
"Restaurant_123","Mumbai","Casual Dining",46,42,"44.00"
"Restaurant_534","Bangalore","Casual Dining",42,46,"44.00"
"Restaurant_125","Mumbai","Cafe",41,47,"44.00"
"Restaurant_326","Mumbai","Cafe",35,53,"44.00"
"Restaurant_217","Mumbai","Fine Dine",40,48,"44.00"
"Restaurant_1984","Kolkata","Fine Dine",39,49,"44.00"
"Restaurant_471","Bangalore","Cloud Kitchen",36,52,"44.00"
"Restaurant_1455","Pune","Food Truck",45,43,"44.00"
"Restaurant_1180","Delhi","Food Truck",47,41,"44.00"
"Restaurant_413","Mumbai","Fine Dine",40,48,"44.00"
"Restaurant_372","Mumbai","Cloud Kitchen",44,44,"44.00"
"Restaurant_867","Bangalore","Cloud Kitchen",44,44,"44.00"
"Restaurant_2344","Jaipur","Cafe",50,38,"44.00"
"Restaurant_1116","Delhi","Cloud Kitchen",47,41,"44.00"
"Restaurant_1112","Delhi","Qsr (Quick Service)",42,46,"44.00"
"Restaurant_2221","Ahmedabad","Cafe",41,47,"44.00"
"Restaurant_746","Bangalore","Fine Dine",49,39,"44.00"
"Restaurant_833","Bangalore","Fine Dine",47,41,"44.00"
"Restaurant_95","Mumbai","Cloud Kitchen",48,40,"44.00"
"Restaurant_893","Delhi","Qsr (Quick Service)",47,41,"44.00"
"Restaurant_2013","Kolkata","Fine Dine",44,44,"44.00"
"Restaurant_2281","Jaipur","Casual Dining",37,51,"44.00"
"Restaurant_262","Mumbai","Cloud Kitchen",47,41,"44.00"
"Restaurant_512","Bangalore","Cloud Kitchen",40,48,"44.00"
"Restaurant_904","Delhi","Casual Dining",44,44,"44.00"
"Restaurant_2384","Jaipur","Fine Dine",43,45,"44.00"
"Restaurant_441","Mumbai","Food Truck",41,47,"44.00"
"Restaurant_121","Mumbai","Food Truck",48,40,"44.00"
"Restaurant_134","Mumbai","Fine Dine",46,42,"44.00"
"Restaurant_340","Mumbai","Cloud Kitchen",43,45,"44.00"
"Restaurant_2280","Ahmedabad","Casual Dining",51,37,"44.00"
"Restaurant_1482","Pune","Cloud Kitchen",43,45,"44.00"
"Restaurant_1484","Pune","Cafe",47,41,"44.00"
"Restaurant_390","Mumbai","Food Truck",47,41,"44.00"
"Restaurant_156","Mumbai","Cafe",43,45,"44.00"
"Restaurant_2036","Kolkata","Food Truck",44,43,"43.50"
"Restaurant_421","Mumbai","Food Truck",45,42,"43.50"
"Restaurant_216","Mumbai","Cloud Kitchen",44,43,"43.50"
"Restaurant_1091","Delhi","Cloud Kitchen",48,39,"43.50"
"Restaurant_945","Delhi","Casual Dining",44,43,"43.50"
"Restaurant_2493","Lucknow","Cloud Kitchen",43,44,"43.50"
"Restaurant_1485","Pune","Fine Dine",40,47,"43.50"
"Restaurant_633","Bangalore","Casual Dining",46,41,"43.50"
"Restaurant_2334","Jaipur","Casual Dining",44,43,"43.50"
"Restaurant_1634","Hyderabad","Qsr (Quick Service)",36,51,"43.50"
"Restaurant_393","Mumbai","Casual Dining",51,36,"43.50"
"Restaurant_525","Bangalore","Food Truck",38,49,"43.50"
"Restaurant_289","Mumbai","Cloud Kitchen",37,50,"43.50"
"Restaurant_64","Mumbai","Food Truck",50,37,"43.50"
"Restaurant_1934","Chennai","Fine Dine",45,42,"43.50"
"Restaurant_1240","Delhi","Casual Dining",44,43,"43.50"
"Restaurant_45","Mumbai","Food Truck",41,46,"43.50"
"Restaurant_170","Mumbai","Cloud Kitchen",46,41,"43.50"
"Restaurant_1022","Delhi","Food Truck",52,35,"43.50"
"Restaurant_501","Bangalore","Food Truck",41,46,"43.50"
"Restaurant_1078","Delhi","Food Truck",45,42,"43.50"
"Restaurant_2134","Ahmedabad","Fine Dine",45,42,"43.50"
"Restaurant_1817","Chennai","Cloud Kitchen",42,45,"43.50"
"Restaurant_1558","Hyderabad","Qsr (Quick Service)",46,41,"43.50"
"Restaurant_943","Delhi","Cloud Kitchen",48,39,"43.50"
"Restaurant_2282","Jaipur","Fine Dine",45,42,"43.50"
"Restaurant_381","Mumbai","Food Truck",49,38,"43.50"
"Restaurant_1720","Hyderabad","Fine Dine",42,45,"43.50"
"Restaurant_1969","Kolkata","Fine Dine",47,40,"43.50"
"Restaurant_773","Bangalore","Casual Dining",45,42,"43.50"
"Restaurant_1897","Chennai","Cloud Kitchen",49,38,"43.50"
"Restaurant_438","Mumbai","Qsr (Quick Service)",44,43,"43.50"
"Restaurant_2233","Ahmedabad","Fine Dine",42,45,"43.50"
"Restaurant_899","Delhi","Food Truck",44,43,"43.50"
"Restaurant_20","Mumbai","Cafe",41,45,"43.00"
"Restaurant_2464","Lucknow","Cloud Kitchen",48,38,"43.00"
"Restaurant_616","Bangalore","Fine Dine",42,44,"43.00"
"Restaurant_2140","Ahmedabad","Food Truck",36,50,"43.00"
"Restaurant_62","Mumbai","Food Truck",39,47,"43.00"
"Restaurant_1757","Chennai","Food Truck",41,45,"43.00"
"Restaurant_1805","Chennai","Cloud Kitchen",43,43,"43.00"
"Restaurant_979","Delhi","Cafe",43,43,"43.00"
"Restaurant_261","Mumbai","Casual Dining",44,42,"43.00"
"Restaurant_1568","Hyderabad","Cloud Kitchen",46,40,"43.00"
"Restaurant_1949","Kolkata","Qsr (Quick Service)",47,39,"43.00"
"Restaurant_1996","Kolkata","Food Truck",42,44,"43.00"
"Restaurant_710","Bangalore","Fine Dine",44,42,"43.00"
"Restaurant_1665","Hyderabad","Cloud Kitchen",44,42,"43.00"
"Restaurant_1799","Chennai","Qsr (Quick Service)",42,44,"43.00"
"Restaurant_1812","Chennai","Qsr (Quick Service)",43,43,"43.00"
"Restaurant_1946","Kolkata","Food Truck",40,46,"43.00"
"Restaurant_2345","Jaipur","Cafe",43,43,"43.00"
"Restaurant_2300","Jaipur","Cafe",44,42,"43.00"
"Restaurant_186","Mumbai","Food Truck",43,43,"43.00"
"Restaurant_1372","Pune","Fine Dine",47,39,"43.00"
"Restaurant_1930","Chennai","Fine Dine",36,50,"43.00"
"Restaurant_114","Mumbai","Casual Dining",46,40,"43.00"
"Restaurant_674","Bangalore","Qsr (Quick Service)",42,44,"43.00"
"Restaurant_895","Delhi","Casual Dining",38,48,"43.00"
"Restaurant_583","Bangalore","Qsr (Quick Service)",42,44,"43.00"
"Restaurant_1543","Hyderabad","Cafe",38,48,"43.00"
"Restaurant_907","Delhi","Fine Dine",43,43,"43.00"
"Restaurant_2494","Lucknow","Cloud Kitchen",44,42,"43.00"
"Restaurant_2354","Jaipur","Casual Dining",42,44,"43.00"
"Restaurant_1539","Hyderabad","Cloud Kitchen",44,42,"43.00"
"Restaurant_2276","Ahmedabad","Cafe",42,44,"43.00"
"Restaurant_658","Bangalore","Casual Dining",40,46,"43.00"
"Restaurant_919","Delhi","Cloud Kitchen",42,44,"43.00"
"Restaurant_2029","Kolkata","Casual Dining",47,39,"43.00"
"Restaurant_1080","Delhi","Fine Dine",40,46,"43.00"
"Restaurant_1338","Pune","Qsr (Quick Service)",41,45,"43.00"
"Restaurant_1709","Hyderabad","Food Truck",39,47,"43.00"
"Restaurant_1064","Delhi","Food Truck",42,44,"43.00"
"Restaurant_1497","Pune","Cloud Kitchen",38,48,"43.00"
"Restaurant_1000","Delhi","Cloud Kitchen",44,42,"43.00"
"Restaurant_2366","Jaipur","Casual Dining",37,49,"43.00"
"Restaurant_426","Mumbai","Cloud Kitchen",44,42,"43.00"
"Restaurant_779","Bangalore","Food Truck",46,40,"43.00"
"Restaurant_162","Mumbai","Fine Dine",47,39,"43.00"
"Restaurant_300","Mumbai","Qsr (Quick Service)",46,40,"43.00"
"Restaurant_24","Mumbai","Cafe",44,42,"43.00"
"Restaurant_1155","Delhi","Cafe",44,42,"43.00"
"Restaurant_219","Mumbai","Cafe",47,39,"43.00"
"Restaurant_807","Bangalore","Fine Dine",43,43,"43.00"
"Restaurant_2160","Ahmedabad","Qsr (Quick Service)",44,42,"43.00"
"Restaurant_424","Mumbai","Food Truck",40,45,"42.50"
"Restaurant_253","Mumbai","Fine Dine",40,45,"42.50"
"Restaurant_264","Mumbai","Fine Dine",46,39,"42.50"
"Restaurant_302","Mumbai","Casual Dining",44,41,"42.50"
"Restaurant_490","Bangalore","Food Truck",43,42,"42.50"
"Restaurant_497","Bangalore","Cloud Kitchen",44,41,"42.50"
"Restaurant_520","Bangalore","Food Truck",38,47,"42.50"
"Restaurant_523","Bangalore","Cloud Kitchen",46,39,"42.50"
"Restaurant_536","Bangalore","Cloud Kitchen",44,41,"42.50"
"Restaurant_2287","Jaipur","Qsr (Quick Service)",45,40,"42.50"
"Restaurant_543","Bangalore","Food Truck",48,37,"42.50"
"Restaurant_651","Bangalore","Qsr (Quick Service)",40,45,"42.50"
"Restaurant_697","Bangalore","Casual Dining",41,44,"42.50"
"Restaurant_2210","Ahmedabad","Casual Dining",37,48,"42.50"
"Restaurant_2181","Ahmedabad","Fine Dine",43,42,"42.50"
"Restaurant_797","Bangalore","Casual Dining",43,42,"42.50"
"Restaurant_982","Delhi","Casual Dining",42,43,"42.50"
"Restaurant_1045","Delhi","Food Truck",47,38,"42.50"
"Restaurant_1061","Delhi","Cloud Kitchen",44,41,"42.50"
"Restaurant_1175","Delhi","Food Truck",42,43,"42.50"
"Restaurant_1217","Delhi","Fine Dine",40,45,"42.50"
"Restaurant_1230","Delhi","Cloud Kitchen",54,31,"42.50"
"Restaurant_1247","Delhi","Cloud Kitchen",48,37,"42.50"
"Restaurant_1254","Pune","Cloud Kitchen",44,41,"42.50"
"Restaurant_1309","Pune","Food Truck",40,45,"42.50"
"Restaurant_1340","Pune","Cafe",42,43,"42.50"
"Restaurant_1889","Chennai","Qsr (Quick Service)",42,43,"42.50"
"Restaurant_1362","Pune","Fine Dine",40,45,"42.50"
"Restaurant_1870","Chennai","Qsr (Quick Service)",40,45,"42.50"
"Restaurant_1530","Hyderabad","Fine Dine",46,39,"42.50"
"Restaurant_1533","Hyderabad","Food Truck",38,47,"42.50"
"Restaurant_1814","Chennai","Fine Dine",44,41,"42.50"
"Restaurant_1796","Chennai","Fine Dine",46,39,"42.50"
"Restaurant_1783","Chennai","Cafe",38,47,"42.50"
"Restaurant_1668","Hyderabad","Qsr (Quick Service)",40,45,"42.50"
"Restaurant_1688","Hyderabad","Fine Dine",44,41,"42.50"
"Restaurant_696","Bangalore","Casual Dining",40,44,"42.00"
"Restaurant_857","Bangalore","Casual Dining",38,46,"42.00"
"Restaurant_1131","Delhi","Qsr (Quick Service)",44,40,"42.00"
"Restaurant_1549","Hyderabad","Casual Dining",45,39,"42.00"
"Restaurant_2398","Jaipur","Qsr (Quick Service)",41,43,"42.00"
"Restaurant_178","Mumbai","Food Truck",39,45,"42.00"
"Restaurant_1335","Pune","Casual Dining",44,40,"42.00"
"Restaurant_1013","Delhi","Fine Dine",44,40,"42.00"
"Restaurant_971","Delhi","Fine Dine",43,41,"42.00"
"Restaurant_625","Bangalore","Cafe",41,43,"42.00"
"Restaurant_1736","Hyderabad","Cafe",44,40,"42.00"
"Restaurant_484","Bangalore","Fine Dine",38,46,"42.00"
"Restaurant_56","Mumbai","Casual Dining",47,37,"42.00"
"Restaurant_1878","Chennai","Fine Dine",43,41,"42.00"
"Restaurant_720","Bangalore","Cloud Kitchen",47,37,"42.00"
"Restaurant_2191","Ahmedabad","Qsr (Quick Service)",45,39,"42.00"
"Restaurant_560","Bangalore","Cloud Kitchen",40,44,"42.00"
"Restaurant_1062","Delhi","Qsr (Quick Service)",48,36,"42.00"
"Restaurant_1649","Hyderabad","Qsr (Quick Service)",43,41,"42.00"
"Restaurant_1203","Delhi","Fine Dine",41,43,"42.00"
"Restaurant_77","Mumbai","Cloud Kitchen",41,43,"42.00"
"Restaurant_1963","Kolkata","Food Truck",43,41,"42.00"
"Restaurant_82","Mumbai","Fine Dine",45,39,"42.00"
"Restaurant_2180","Ahmedabad","Cafe",44,40,"42.00"
"Restaurant_1037","Delhi","Food Truck",43,41,"42.00"
"Restaurant_2271","Ahmedabad","Food Truck",47,37,"42.00"
"Restaurant_2047","Kolkata","Food Truck",42,42,"42.00"
"Restaurant_343","Mumbai","Fine Dine",45,39,"42.00"
"Restaurant_1625","Hyderabad","Qsr (Quick Service)",35,49,"42.00"
"Restaurant_2443","Lucknow","Fine Dine",43,41,"42.00"
"Restaurant_1780","Chennai","Fine Dine",42,42,"42.00"
"Restaurant_1161","Delhi","Fine Dine",45,39,"42.00"
"Restaurant_1505","Hyderabad","Cloud Kitchen",42,42,"42.00"
"Restaurant_1032","Delhi","Food Truck",44,40,"42.00"
"Restaurant_1140","Delhi","Casual Dining",42,42,"42.00"
"Restaurant_1529","Hyderabad","Food Truck",39,45,"42.00"
"Restaurant_63","Mumbai","Cafe",37,46,"41.50"
"Restaurant_2171","Ahmedabad","Qsr (Quick Service)",38,45,"41.50"
"Restaurant_1059","Delhi","Cloud Kitchen",35,48,"41.50"
"Restaurant_74","Mumbai","Fine Dine",45,38,"41.50"
"Restaurant_1410","Pune","Fine Dine",34,49,"41.50"
"Restaurant_1477","Pune","Cafe",45,38,"41.50"
"Restaurant_1099","Delhi","Cloud Kitchen",42,41,"41.50"
"Restaurant_2106","Kolkata","Cafe",35,48,"41.50"
"Restaurant_1009","Delhi","Cafe",35,48,"41.50"
"Restaurant_1129","Delhi","Cloud Kitchen",42,41,"41.50"
"Restaurant_906","Delhi","Cloud Kitchen",46,37,"41.50"
"Restaurant_1750","Chennai","Qsr (Quick Service)",43,40,"41.50"
"Restaurant_1793","Chennai","Fine Dine",42,41,"41.50"
"Restaurant_901","Delhi","Qsr (Quick Service)",43,40,"41.50"
"Restaurant_1626","Hyderabad","Food Truck",43,40,"41.50"
"Restaurant_215","Mumbai","Qsr (Quick Service)",42,41,"41.50"
"Restaurant_645","Bangalore","Food Truck",41,42,"41.50"
"Restaurant_947","Delhi","Cafe",48,35,"41.50"
"Restaurant_2104","Kolkata","Fine Dine",43,40,"41.50"
"Restaurant_1339","Pune","Fine Dine",44,39,"41.50"
"Restaurant_2095","Kolkata","Casual Dining",44,39,"41.50"
"Restaurant_2231","Ahmedabad","Fine Dine",41,42,"41.50"
"Restaurant_547","Bangalore","Qsr (Quick Service)",40,43,"41.50"
"Restaurant_1645","Hyderabad","Cafe",47,36,"41.50"
"Restaurant_1789","Chennai","Cafe",42,41,"41.50"
"Restaurant_1902","Chennai","Fine Dine",42,41,"41.50"
"Restaurant_511","Bangalore","Food Truck",52,31,"41.50"
"Restaurant_793","Bangalore","Cloud Kitchen",41,42,"41.50"
"Restaurant_35","Mumbai","Cloud Kitchen",40,43,"41.50"
"Restaurant_595","Bangalore","Food Truck",41,42,"41.50"
"Restaurant_2207","Ahmedabad","Cafe",44,39,"41.50"
"Restaurant_502","Bangalore","Qsr (Quick Service)",43,40,"41.50"
"Restaurant_1225","Delhi","Cafe",41,42,"41.50"
"Restaurant_1847","Chennai","Cloud Kitchen",43,40,"41.50"
"Restaurant_1685","Hyderabad","Qsr (Quick Service)",39,44,"41.50"
"Restaurant_1001","Delhi","Cloud Kitchen",44,39,"41.50"
"Restaurant_668","Bangalore","Qsr (Quick Service)",39,44,"41.50"
"Restaurant_1035","Delhi","Cafe",38,45,"41.50"
"Restaurant_580","Bangalore","Fine Dine",45,38,"41.50"
"Restaurant_1206","Delhi","Cloud Kitchen",43,40,"41.50"
"Restaurant_1656","Hyderabad","Fine Dine",54,29,"41.50"
"Restaurant_2232","Ahmedabad","Food Truck",40,42,"41.00"
"Restaurant_1317","Pune","Casual Dining",43,39,"41.00"
"Restaurant_1315","Pune","Fine Dine",45,37,"41.00"
"Restaurant_2237","Ahmedabad","Cafe",41,41,"41.00"
"Restaurant_1302","Pune","Casual Dining",42,40,"41.00"
"Restaurant_632","Bangalore","Fine Dine",42,40,"41.00"
"Restaurant_1653","Hyderabad","Food Truck",51,31,"41.00"
"Restaurant_2453","Lucknow","Food Truck",41,41,"41.00"
"Restaurant_1775","Chennai","Casual Dining",39,43,"41.00"
"Restaurant_2449","Lucknow","Food Truck",36,46,"41.00"
"Restaurant_924","Delhi","Casual Dining",40,42,"41.00"
"Restaurant_1622","Hyderabad","Cloud Kitchen",39,43,"41.00"
"Restaurant_141","Mumbai","Cafe",45,37,"41.00"
"Restaurant_144","Mumbai","Fine Dine",46,36,"41.00"
"Restaurant_190","Mumbai","Casual Dining",37,45,"41.00"
"Restaurant_2063","Kolkata","Cafe",45,37,"41.00"
"Restaurant_228","Mumbai","Qsr (Quick Service)",33,49,"41.00"
"Restaurant_864","Bangalore","Food Truck",44,38,"41.00"
"Restaurant_1031","Delhi","Fine Dine",41,41,"41.00"
"Restaurant_234","Mumbai","Casual Dining",37,45,"41.00"
"Restaurant_1142","Delhi","Casual Dining",44,38,"41.00"
"Restaurant_315","Mumbai","Fine Dine",39,43,"41.00"
"Restaurant_1491","Pune","Cloud Kitchen",41,41,"41.00"
"Restaurant_1481","Pune","Cafe",40,42,"41.00"
"Restaurant_360","Mumbai","Cloud Kitchen",43,39,"41.00"
"Restaurant_365","Mumbai","Cloud Kitchen",41,41,"41.00"
"Restaurant_1176","Delhi","Casual Dining",39,43,"41.00"
"Restaurant_1462","Pune","Food Truck",45,37,"41.00"
"Restaurant_2330","Jaipur","Qsr (Quick Service)",41,41,"41.00"
"Restaurant_1196","Delhi","Qsr (Quick Service)",39,43,"41.00"
"Restaurant_431","Mumbai","Food Truck",44,38,"41.00"
"Restaurant_1411","Pune","Casual Dining",45,37,"41.00"
"Restaurant_2298","Jaipur","Fine Dine",44,38,"41.00"
"Restaurant_1369","Pune","Fine Dine",40,42,"41.00"
"Restaurant_503","Bangalore","Cloud Kitchen",39,43,"41.00"
"Restaurant_1756","Chennai","Casual Dining",44,38,"41.00"
"Restaurant_1358","Pune","Fine Dine",46,36,"41.00"
"Restaurant_528","Bangalore","Casual Dining",39,43,"41.00"
"Restaurant_1932","Chennai","Food Truck",39,43,"41.00"
"Restaurant_679","Bangalore","Cafe",46,36,"41.00"
"Restaurant_2151","Ahmedabad","Cloud Kitchen",44,37,"40.50"
"Restaurant_2305","Jaipur","Casual Dining",39,42,"40.50"
"Restaurant_1636","Hyderabad","Casual Dining",39,42,"40.50"
"Restaurant_1389","Pune","Fine Dine",43,38,"40.50"
"Restaurant_2131","Ahmedabad","Casual Dining",41,40,"40.50"
"Restaurant_274","Mumbai","Fine Dine",44,37,"40.50"
"Restaurant_1658","Hyderabad","Casual Dining",34,47,"40.50"
"Restaurant_2077","Kolkata","Casual Dining",42,39,"40.50"
"Restaurant_2339","Jaipur","Fine Dine",36,45,"40.50"
"Restaurant_2208","Ahmedabad","Qsr (Quick Service)",44,37,"40.50"
"Restaurant_460","Bangalore","Casual Dining",33,48,"40.50"
"Restaurant_564","Bangalore","Fine Dine",43,38,"40.50"
"Restaurant_1853","Chennai","Fine Dine",43,38,"40.50"
"Restaurant_94","Mumbai","Food Truck",39,42,"40.50"
"Restaurant_912","Delhi","Fine Dine",41,40,"40.50"
"Restaurant_860","Bangalore","Qsr (Quick Service)",46,35,"40.50"
"Restaurant_1427","Pune","Cafe",43,38,"40.50"
"Restaurant_1292","Pune","Cafe",42,39,"40.50"
"Restaurant_256","Mumbai","Qsr (Quick Service)",46,35,"40.50"
"Restaurant_1277","Pune","Fine Dine",39,42,"40.50"
"Restaurant_124","Mumbai","Qsr (Quick Service)",40,41,"40.50"
"Restaurant_447","Mumbai","Casual Dining",35,46,"40.50"
"Restaurant_2284","Jaipur","Food Truck",36,45,"40.50"
"Restaurant_13","Mumbai","Qsr (Quick Service)",44,37,"40.50"
"Restaurant_1711","Hyderabad","Food Truck",43,38,"40.50"
"Restaurant_188","Mumbai","Cloud Kitchen",38,43,"40.50"
"Restaurant_1510","Hyderabad","Fine Dine",37,44,"40.50"
"Restaurant_1475","Pune","Cafe",41,40,"40.50"
"Restaurant_2059","Kolkata","Cafe",39,42,"40.50"
"Restaurant_1941","Kolkata","Food Truck",43,38,"40.50"
"Restaurant_1019","Delhi","Cloud Kitchen",38,43,"40.50"
"Restaurant_1597","Hyderabad","Cloud Kitchen",42,39,"40.50"
"Restaurant_1948","Kolkata","Fine Dine",40,41,"40.50"
"Restaurant_1125","Delhi","Fine Dine",40,41,"40.50"
"Restaurant_1659","Hyderabad","Qsr (Quick Service)",46,35,"40.50"
"Restaurant_653","Bangalore","Qsr (Quick Service)",40,41,"40.50"
"Restaurant_1883","Chennai","Fine Dine",36,45,"40.50"
"Restaurant_2296","Jaipur","Casual Dining",41,40,"40.50"
"Restaurant_1908","Chennai","Food Truck",44,37,"40.50"
"Restaurant_968","Delhi","Cafe",39,42,"40.50"
"Restaurant_11","Mumbai","Fine Dine",36,45,"40.50"
"Restaurant_1110","Delhi","Cloud Kitchen",42,38,"40.00"
"Restaurant_1601","Hyderabad","Fine Dine",46,34,"40.00"
"Restaurant_1603","Hyderabad","Cafe",39,41,"40.00"
"Restaurant_2374","Jaipur","Fine Dine",42,38,"40.00"
"Restaurant_1507","Hyderabad","Casual Dining",47,33,"40.00"
"Restaurant_2021","Kolkata","Cafe",46,34,"40.00"
"Restaurant_310","Mumbai","Cafe",42,38,"40.00"
"Restaurant_320","Mumbai","Food Truck",41,39,"40.00"
"Restaurant_1699","Hyderabad","Qsr (Quick Service)",42,38,"40.00"
"Restaurant_1160","Delhi","Food Truck",40,40,"40.00"
"Restaurant_1088","Delhi","Qsr (Quick Service)",44,36,"40.00"
"Restaurant_790","Bangalore","Cafe",43,37,"40.00"
"Restaurant_2103","Kolkata","Cafe",38,42,"40.00"
"Restaurant_1841","Chennai","Cloud Kitchen",49,31,"40.00"
"Restaurant_1978","Kolkata","Food Truck",40,40,"40.00"
"Restaurant_1183","Delhi","Food Truck",40,40,"40.00"
"Restaurant_2343","Jaipur","Food Truck",36,44,"40.00"
"Restaurant_402","Mumbai","Food Truck",42,38,"40.00"
"Restaurant_1072","Delhi","Cloud Kitchen",36,44,"40.00"
"Restaurant_1331","Pune","Qsr (Quick Service)",41,39,"40.00"
"Restaurant_417","Mumbai","Qsr (Quick Service)",34,46,"40.00"
"Restaurant_2240","Ahmedabad","Qsr (Quick Service)",44,36,"40.00"
"Restaurant_1424","Pune","Qsr (Quick Service)",38,42,"40.00"
"Restaurant_1199","Delhi","Food Truck",47,33,"40.00"
"Restaurant_606","Bangalore","Cafe",40,40,"40.00"
"Restaurant_960","Delhi","Qsr (Quick Service)",41,39,"40.00"
"Restaurant_1397","Pune","Cloud Kitchen",47,33,"40.00"
"Restaurant_731","Bangalore","Fine Dine",39,41,"40.00"
"Restaurant_463","Bangalore","Qsr (Quick Service)",44,36,"40.00"
"Restaurant_1213","Delhi","Cafe",38,42,"40.00"
"Restaurant_464","Bangalore","Cafe",39,41,"40.00"
"Restaurant_1038","Delhi","Cafe",41,39,"40.00"
"Restaurant_2203","Ahmedabad","Cafe",38,42,"40.00"
"Restaurant_1023","Delhi","Food Truck",42,38,"40.00"
"Restaurant_1367","Pune","Fine Dine",38,42,"40.00"
"Restaurant_1663","Hyderabad","Cafe",38,42,"40.00"
"Restaurant_1580","Hyderabad","Casual Dining",48,32,"40.00"
"Restaurant_1578","Hyderabad","Cafe",38,42,"40.00"
"Restaurant_2407","Lucknow","Cafe",44,36,"40.00"
"Restaurant_1363","Pune","Cloud Kitchen",41,39,"40.00"
"Restaurant_205","Mumbai","Casual Dining",37,43,"40.00"
"Restaurant_1242","Delhi","Cafe",43,37,"40.00"
"Restaurant_896","Delhi","Food Truck",37,43,"40.00"
"Restaurant_2268","Ahmedabad","Food Truck",42,38,"40.00"
"Restaurant_2073","Kolkata","Food Truck",41,39,"40.00"
"Restaurant_2434","Lucknow","Cloud Kitchen",34,46,"40.00"
"Restaurant_231","Mumbai","Casual Dining",37,43,"40.00"
"Restaurant_2252","Ahmedabad","Cafe",41,39,"40.00"
"Restaurant_135","Mumbai","Food Truck",40,40,"40.00"
"Restaurant_2387","Jaipur","Qsr (Quick Service)",44,36,"40.00"
"Restaurant_344","Mumbai","Cloud Kitchen",36,43,"39.50"
"Restaurant_106","Mumbai","Cloud Kitchen",39,40,"39.50"
"Restaurant_1474","Pune","Food Truck",45,34,"39.50"
"Restaurant_276","Mumbai","Food Truck",36,43,"39.50"
"Restaurant_1628","Hyderabad","Casual Dining",42,37,"39.50"
"Restaurant_925","Delhi","Qsr (Quick Service)",41,38,"39.50"
"Restaurant_1323","Pune","Food Truck",40,39,"39.50"
"Restaurant_1143","Delhi","Food Truck",32,47,"39.50"
"Restaurant_157","Mumbai","Qsr (Quick Service)",38,41,"39.50"
"Restaurant_76","Mumbai","Qsr (Quick Service)",43,36,"39.50"
"Restaurant_951","Delhi","Cafe",37,42,"39.50"
"Restaurant_2368","Jaipur","Qsr (Quick Service)",40,39,"39.50"
"Restaurant_1025","Delhi","Fine Dine",44,35,"39.50"
"Restaurant_1017","Delhi","Cloud Kitchen",45,34,"39.50"
"Restaurant_2034","Kolkata","Casual Dining",36,43,"39.50"
"Restaurant_1988","Kolkata","Fine Dine",40,39,"39.50"
"Restaurant_1588","Hyderabad","Food Truck",38,41,"39.50"
"Restaurant_337","Mumbai","Food Truck",37,42,"39.50"
"Restaurant_330","Mumbai","Qsr (Quick Service)",42,37,"39.50"
"Restaurant_868","Bangalore","Qsr (Quick Service)",37,42,"39.50"
"Restaurant_991","Delhi","Fine Dine",42,37,"39.50"
"Restaurant_966","Delhi","Cloud Kitchen",35,44,"39.50"
"Restaurant_2340","Jaipur","Cloud Kitchen",38,41,"39.50"
"Restaurant_1028","Delhi","Cloud Kitchen",37,42,"39.50"
"Restaurant_1182","Delhi","Qsr (Quick Service)",46,33,"39.50"
"Restaurant_1220","Delhi","Qsr (Quick Service)",41,38,"39.50"
