"restaurant_name","city","restaurant_type","swiggy_rating","zomato_rating","rating_gap","better_rated"
"Restaurant_1469","Pune","Qsr (Quick Service)","3.8","3.4","0.4","Swiggy higher"
"Restaurant_1474","Pune","Food Truck","3.9","4.3","0.4","Zomato higher"
"Restaurant_1481","Pune","Cafe","3.8","3.4","0.4","Swiggy higher"
"Restaurant_1492","Pune","Fine Dine","3.9","4.3","0.4","Zomato higher"
"Restaurant_1516","Hyderabad","Cafe","4.0","3.6","0.4","Swiggy higher"
"Restaurant_1534","Hyderabad","Fine Dine","4.2","3.8","0.4","Swiggy higher"
"Restaurant_1540","Hyderabad","Fine Dine","3.6","4.0","0.4","Zomato higher"
"Restaurant_1579","Hyderabad","Food Truck","3.6","4.0","0.4","Zomato higher"
"Restaurant_1580","Hyderabad","Casual Dining","4.1","3.7","0.4","Swiggy higher"
"Restaurant_1600","Hyderabad","Casual Dining","3.9","4.3","0.4","Zomato higher"
"Restaurant_1603","Hyderabad","Cafe","4.2","4.6","0.4","Zomato higher"
"Restaurant_1607","Hyderabad","Cloud Kitchen","4.0","4.4","0.4","Zomato higher"
"Restaurant_1611","Hyderabad","Qsr (Quick Service)","3.6","4.0","0.4","Zomato higher"
"Restaurant_1622","Hyderabad","Cloud Kitchen","4.8","4.4","0.4","Swiggy higher"
"Restaurant_1631","Hyderabad","Fine Dine","4.2","3.8","0.4","Swiggy higher"
"Restaurant_1638","Hyderabad","Fine Dine","3.6","4.0","0.4","Zomato higher"
"Restaurant_1640","Hyderabad","Food Truck","3.9","4.3","0.4","Zomato higher"
"Restaurant_1655","Hyderabad","Qsr (Quick Service)","4.3","3.9","0.4","Swiggy higher"
"Restaurant_1670","Hyderabad","Cafe","3.7","4.1","0.4","Zomato higher"
"Restaurant_1676","Hyderabad","Fine Dine","3.7","4.1","0.4","Zomato higher"
"Restaurant_1678","Hyderabad","Casual Dining","4.3","3.9","0.4","Swiggy higher"
"Restaurant_1691","Hyderabad","Fine Dine","4.1","3.7","0.4","Swiggy higher"
"Restaurant_1693","Hyderabad","Cafe","4.3","3.9","0.4","Swiggy higher"
"Restaurant_1695","Hyderabad","Qsr (Quick Service)","3.9","4.3","0.4","Zomato higher"
"Restaurant_1706","Hyderabad","Cafe","3.6","4.0","0.4","Zomato higher"
"Restaurant_1707","Hyderabad","Qsr (Quick Service)","4.0","3.6","0.4","Swiggy higher"
"Restaurant_1733","Hyderabad","Casual Dining","3.4","3.8","0.4","Zomato higher"
"Restaurant_1767","Chennai","Casual Dining","3.7","4.1","0.4","Zomato higher"
"Restaurant_1768","Chennai","Casual Dining","3.4","3.8","0.4","Zomato higher"
"Restaurant_1771","Chennai","Qsr (Quick Service)","3.7","4.1","0.4","Zomato higher"
"Restaurant_1776","Chennai","Fine Dine","3.8","4.2","0.4","Zomato higher"
"Restaurant_1782","Chennai","Cafe","4.2","3.8","0.4","Swiggy higher"
"Restaurant_1786","Chennai","Casual Dining","4.3","3.9","0.4","Swiggy higher"
"Restaurant_1793","Chennai","Fine Dine","4.5","4.1","0.4","Swiggy higher"
"Restaurant_1801","Chennai","Casual Dining","4.4","4.0","0.4","Swiggy higher"
"Restaurant_1806","Chennai","Cafe","3.9","4.3","0.4","Zomato higher"
"Restaurant_1807","Chennai","Cloud Kitchen","3.9","3.5","0.4","Swiggy higher"
"Restaurant_1818","Chennai","Casual Dining","4.4","4.8","0.4","Zomato higher"
"Restaurant_1844","Chennai","Food Truck","4.1","3.7","0.4","Swiggy higher"
"Restaurant_1860","Chennai","Fine Dine","4.7","4.3","0.4","Swiggy higher"
"Restaurant_1862","Chennai","Casual Dining","4.6","4.2","0.4","Swiggy higher"
"Restaurant_1870","Chennai","Qsr (Quick Service)","4.5","4.1","0.4","Swiggy higher"
"Restaurant_1","Mumbai","Cafe","3.6","3.2","0.4","Swiggy higher"
"Restaurant_1884","Chennai","Cloud Kitchen","4.0","4.4","0.4","Zomato higher"
"Restaurant_1906","Chennai","Fine Dine","3.1","3.5","0.4","Zomato higher"
"Restaurant_1908","Chennai","Food Truck","3.8","4.2","0.4","Zomato higher"
"Restaurant_1921","Chennai","Fine Dine","4.2","4.6","0.4","Zomato higher"
"Restaurant_1930","Chennai","Fine Dine","3.2","3.6","0.4","Zomato higher"
"Restaurant_1933","Chennai","Food Truck","4.0","3.6","0.4","Swiggy higher"
"Restaurant_1950","Kolkata","Food Truck","3.8","3.4","0.4","Swiggy higher"
"Restaurant_1984","Kolkata","Fine Dine","4.1","3.7","0.4","Swiggy higher"
"Restaurant_1987","Kolkata","Food Truck","4.3","3.9","0.4","Swiggy higher"
"Restaurant_1989","Kolkata","Casual Dining","4.2","3.8","0.4","Swiggy higher"
"Restaurant_1990","Kolkata","Cloud Kitchen","3.9","3.5","0.4","Swiggy higher"
"Restaurant_2008","Kolkata","Cafe","4.2","3.8","0.4","Swiggy higher"
"Restaurant_2012","Kolkata","Qsr (Quick Service)","3.5","3.9","0.4","Zomato higher"
"Restaurant_2014","Kolkata","Cloud Kitchen","4.1","3.7","0.4","Swiggy higher"
"Restaurant_2024","Kolkata","Fine Dine","3.9","4.3","0.4","Zomato higher"
"Restaurant_2032","Kolkata","Casual Dining","4.5","4.1","0.4","Swiggy higher"
"Restaurant_2038","Kolkata","Food Truck","4.2","3.8","0.4","Swiggy higher"
"Restaurant_2046","Kolkata","Food Truck","4.0","4.4","0.4","Zomato higher"
"Restaurant_2048","Kolkata","Casual Dining","3.5","3.9","0.4","Zomato higher"
"Restaurant_2051","Kolkata","Cloud Kitchen","3.7","4.1","0.4","Zomato higher"
"Restaurant_2073","Kolkata","Food Truck","3.9","4.3","0.4","Zomato higher"
"Restaurant_2077","Kolkata","Casual Dining","4.1","3.7","0.4","Swiggy higher"
"Restaurant_2079","Kolkata","Fine Dine","3.6","4.0","0.4","Zomato higher"
"Restaurant_2090","Kolkata","Cafe","4.2","4.6","0.4","Zomato higher"
"Restaurant_2105","Kolkata","Casual Dining","4.1","3.7","0.4","Swiggy higher"
"Restaurant_2107","Kolkata","Cafe","3.8","3.4","0.4","Swiggy higher"
"Restaurant_2109","Kolkata","Fine Dine","3.9","4.3","0.4","Zomato higher"
"Restaurant_2117","Kolkata","Food Truck","3.4","3.8","0.4","Zomato higher"
"Restaurant_2120","Kolkata","Fine Dine","3.5","3.9","0.4","Zomato higher"
"Restaurant_2122","Ahmedabad","Food Truck","3.9","4.3","0.4","Zomato higher"
"Restaurant_2176","Ahmedabad","Cloud Kitchen","3.7","4.1","0.4","Zomato higher"
"Restaurant_2180","Ahmedabad","Cafe","4.3","3.9","0.4","Swiggy higher"
"Restaurant_2183","Ahmedabad","Qsr (Quick Service)","3.9","4.3","0.4","Zomato higher"
"Restaurant_2210","Ahmedabad","Casual Dining","3.8","4.2","0.4","Zomato higher"
"Restaurant_2237","Ahmedabad","Cafe","3.7","4.1","0.4","Zomato higher"
"Restaurant_2259","Ahmedabad","Qsr (Quick Service)","3.6","4.0","0.4","Zomato higher"
"Restaurant_2264","Ahmedabad","Qsr (Quick Service)","4.0","4.4","0.4","Zomato higher"
"Restaurant_2269","Ahmedabad","Food Truck","4.2","4.6","0.4","Zomato higher"
"Restaurant_2296","Jaipur","Casual Dining","3.9","4.3","0.4","Zomato higher"
"Restaurant_2298","Jaipur","Fine Dine","4.1","4.5","0.4","Zomato higher"
"Restaurant_2300","Jaipur","Cafe","4.1","3.7","0.4","Swiggy higher"
"Restaurant_2322","Jaipur","Fine Dine","4.0","4.4","0.4","Zomato higher"
"Restaurant_2324","Jaipur","Qsr (Quick Service)","4.4","4.0","0.4","Swiggy higher"
"Restaurant_2339","Jaipur","Fine Dine","3.8","4.2","0.4","Zomato higher"
"Restaurant_2342","Jaipur","Cloud Kitchen","4.1","3.7","0.4","Swiggy higher"
"Restaurant_2346","Jaipur","Cafe","3.5","3.9","0.4","Zomato higher"
"Restaurant_2362","Jaipur","Casual Dining","3.5","3.9","0.4","Zomato higher"
"Restaurant_2389","Jaipur","Casual Dining","4.0","4.4","0.4","Zomato higher"
"Restaurant_2412","Lucknow","Cloud Kitchen","3.9","3.5","0.4","Swiggy higher"
"Restaurant_2414","Lucknow","Cloud Kitchen","4.2","4.6","0.4","Zomato higher"
"Restaurant_2419","Lucknow","Food Truck","4.4","4.0","0.4","Swiggy higher"
"Restaurant_2436","Lucknow","Fine Dine","3.8","4.2","0.4","Zomato higher"
"Restaurant_2439","Lucknow","Cloud Kitchen","4.7","4.3","0.4","Swiggy higher"
"Restaurant_2441","Lucknow","Fine Dine","5.0","4.6","0.4","Swiggy higher"
"Restaurant_2458","Lucknow","Fine Dine","3.7","4.1","0.4","Zomato higher"
"Restaurant_2474","Lucknow","Food Truck","4.0","3.6","0.4","Swiggy higher"
"Restaurant_2476","Lucknow","Qsr (Quick Service)","4.2","3.8","0.4","Swiggy higher"
"Restaurant_2480","Lucknow","Cafe","4.1","3.7","0.4","Swiggy higher"
"Restaurant_2493","Lucknow","Cloud Kitchen","4.1","4.5","0.4","Zomato higher"
"Restaurant_747","Bangalore","Qsr (Quick Service)","4.1","3.8","0.3","Swiggy higher"
"Restaurant_2072","Kolkata","Cloud Kitchen","4.2","4.5","0.3","Zomato higher"
"Restaurant_2071","Kolkata","Qsr (Quick Service)","4.2","4.5","0.3","Zomato higher"
"Restaurant_366","Mumbai","Food Truck","4.4","4.1","0.3","Swiggy higher"
"Restaurant_1672","Hyderabad","Cloud Kitchen","4.7","5.0","0.3","Zomato higher"
"Restaurant_369","Mumbai","Food Truck","3.4","3.1","0.3","Swiggy higher"
"Restaurant_370","Mumbai","Cloud Kitchen","4.0","3.7","0.3","Swiggy higher"
"Restaurant_1321","Pune","Fine Dine","4.2","3.9","0.3","Swiggy higher"
"Restaurant_371","Mumbai","Fine Dine","3.9","4.2","0.3","Zomato higher"
"Restaurant_1677","Hyderabad","Casual Dining","3.3","3.6","0.3","Zomato higher"
"Restaurant_2061","Kolkata","Food Truck","4.2","4.5","0.3","Zomato higher"
"Restaurant_122","Mumbai","Cloud Kitchen","4.4","4.1","0.3","Swiggy higher"
"Restaurant_372","Mumbai","Cloud Kitchen","3.8","3.5","0.3","Swiggy higher"
"Restaurant_971","Delhi","Fine Dine","3.8","4.1","0.3","Zomato higher"
"Restaurant_744","Bangalore","Qsr (Quick Service)","3.7","4.0","0.3","Zomato higher"
"Restaurant_2461","Lucknow","Food Truck","4.1","4.4","0.3","Zomato higher"
"Restaurant_384","Mumbai","Food Truck","4.1","3.8","0.3","Swiggy higher"
"Restaurant_1233","Delhi","Cafe","4.0","3.7","0.3","Swiggy higher"
"Restaurant_2460","Lucknow","Cloud Kitchen","3.9","3.6","0.3","Swiggy higher"
"Restaurant_2045","Kolkata","Qsr (Quick Service)","3.5","3.8","0.3","Zomato higher"
"Restaurant_1228","Delhi","Food Truck","3.7","4.0","0.3","Zomato higher"
"Restaurant_1442","Pune","Cafe","4.4","4.1","0.3","Swiggy higher"
"Restaurant_727","Bangalore","Qsr (Quick Service)","4.2","3.9","0.3","Swiggy higher"
"Restaurant_393","Mumbai","Casual Dining","3.6","3.9","0.3","Zomato higher"
"Restaurant_2496","Lucknow","Food Truck","4.3","4.0","0.3","Swiggy higher"
"Restaurant_2395","Jaipur","Cloud Kitchen","4.3","4.0","0.3","Swiggy higher"
"Restaurant_402","Mumbai","Food Truck","4.2","3.9","0.3","Swiggy higher"
"Restaurant_1049","Delhi","Fine Dine","4.0","3.7","0.3","Swiggy higher"
"Restaurant_1212","Delhi","Food Truck","3.5","3.8","0.3","Zomato higher"
"Restaurant_1352","Pune","Food Truck","3.5","3.8","0.3","Zomato higher"
"Restaurant_1216","Delhi","Cloud Kitchen","4.1","4.4","0.3","Zomato higher"
"Restaurant_2033","Kolkata","Cloud Kitchen","3.0","3.3","0.3","Zomato higher"
"Restaurant_426","Mumbai","Cloud Kitchen","3.9","4.2","0.3","Zomato higher"
"Restaurant_127","Mumbai","Cloud Kitchen","4.0","3.7","0.3","Swiggy higher"
"Restaurant_718","Bangalore","Cloud Kitchen","3.8","4.1","0.3","Zomato higher"
"Restaurant_2455","Lucknow","Fine Dine","3.8","3.5","0.3","Swiggy higher"
"Restaurant_2013","Kolkata","Fine Dine","4.2","3.9","0.3","Swiggy higher"
"Restaurant_2454","Lucknow","Food Truck","4.1","3.8","0.3","Swiggy higher"
"Restaurant_2003","Kolkata","Fine Dine","4.1","3.8","0.3","Swiggy higher"
"Restaurant_1334","Pune","Fine Dine","4.5","4.8","0.3","Zomato higher"
"Restaurant_443","Mumbai","Qsr (Quick Service)","3.5","3.8","0.3","Zomato higher"
"Restaurant_2001","Kolkata","Food Truck","4.0","3.7","0.3","Swiggy higher"
"Restaurant_1450","Pune","Casual Dining","3.6","3.9","0.3","Zomato higher"
"Restaurant_701","Bangalore","Casual Dining","4.1","3.8","0.3","Swiggy higher"
"Restaurant_445","Mumbai","Food Truck","4.3","4.0","0.3","Swiggy higher"
"Restaurant_1043","Delhi","Fine Dine","4.1","3.8","0.3","Swiggy higher"
"Restaurant_1995","Kolkata","Food Truck","3.9","4.2","0.3","Zomato higher"
"Restaurant_1993","Kolkata","Cafe","3.4","3.7","0.3","Zomato higher"
"Restaurant_1041","Delhi","Casual Dining","3.8","4.1","0.3","Zomato higher"
"Restaurant_1717","Hyderabad","Cafe","4.5","4.2","0.3","Swiggy higher"
"Restaurant_2450","Lucknow","Cafe","4.4","4.7","0.3","Zomato higher"
"Restaurant_1986","Kolkata","Cloud Kitchen","4.2","4.5","0.3","Zomato higher"
"Restaurant_457","Bangalore","Cafe","4.4","4.1","0.3","Swiggy higher"
"Restaurant_477","Bangalore","Qsr (Quick Service)","2.9","3.2","0.3","Zomato higher"
"Restaurant_1963","Kolkata","Food Truck","4.4","4.1","0.3","Swiggy higher"
"Restaurant_2369","Jaipur","Food Truck","4.1","3.8","0.3","Swiggy higher"
"Restaurant_1962","Kolkata","Food Truck","3.7","4.0","0.3","Zomato higher"
"Restaurant_1946","Kolkata","Food Truck","4.3","4.0","0.3","Swiggy higher"
"Restaurant_130","Mumbai","Food Truck","3.9","4.2","0.3","Zomato higher"
"Restaurant_1375","Pune","Cafe","3.8","4.1","0.3","Zomato higher"
"Restaurant_1728","Hyderabad","Food Truck","3.1","3.4","0.3","Zomato higher"
"Restaurant_1942","Kolkata","Casual Dining","4.4","4.1","0.3","Swiggy higher"
"Restaurant_1456","Pune","Cafe","3.3","3.6","0.3","Zomato higher"
"Restaurant_1938","Chennai","Cafe","3.2","3.5","0.3","Zomato higher"
"Restaurant_1935","Chennai","Casual Dining","4.1","3.8","0.3","Swiggy higher"
"Restaurant_514","Bangalore","Cloud Kitchen","4.1","4.4","0.3","Zomato higher"
"Restaurant_70","Mumbai","Food Truck","4.4","4.1","0.3","Swiggy higher"
"Restaurant_1083","Delhi","Food Truck","4.3","4.0","0.3","Swiggy higher"
"Restaurant_517","Bangalore","Fine Dine","3.8","3.5","0.3","Swiggy higher"
"Restaurant_1377","Pune","Cloud Kitchen","3.4","3.7","0.3","Zomato higher"
"Restaurant_678","Bangalore","Casual Dining","4.3","4.0","0.3","Swiggy higher"
"Restaurant_1924","Chennai","Food Truck","3.8","4.1","0.3","Zomato higher"
"Restaurant_521","Bangalore","Casual Dining","3.6","3.3","0.3","Swiggy higher"
"Restaurant_525","Bangalore","Food Truck","4.2","4.5","0.3","Zomato higher"
"Restaurant_669","Bangalore","Food Truck","3.6","3.3","0.3","Swiggy higher"
"Restaurant_96","Mumbai","Qsr (Quick Service)","4.0","3.7","0.3","Swiggy higher"
"Restaurant_1379","Pune","Fine Dine","4.0","4.3","0.3","Zomato higher"
"Restaurant_1918","Chennai","Casual Dining","3.4","3.7","0.3","Zomato higher"
"Restaurant_1461","Pune","Cafe","4.3","4.0","0.3","Swiggy higher"
"Restaurant_956","Delhi","Fine Dine","3.8","4.1","0.3","Zomato higher"
"Restaurant_1915","Chennai","Qsr (Quick Service)","4.3","4.0","0.3","Swiggy higher"
"Restaurant_1749","Chennai","Fine Dine","3.5","3.8","0.3","Zomato higher"
"Restaurant_531","Bangalore","Qsr (Quick Service)","4.4","4.7","0.3","Zomato higher"
"Restaurant_1903","Chennai","Food Truck","4.3","4.0","0.3","Swiggy higher"
"Restaurant_659","Bangalore","Fine Dine","4.0","4.3","0.3","Zomato higher"
"Restaurant_1900","Chennai","Fine Dine","4.1","3.8","0.3","Swiggy higher"
"Restaurant_1463","Pune","Cloud Kitchen","4.2","4.5","0.3","Zomato higher"
"Restaurant_1464","Pune","Cloud Kitchen","4.0","3.7","0.3","Swiggy higher"
"Restaurant_1889","Chennai","Qsr (Quick Service)","3.8","4.1","0.3","Zomato higher"
"Restaurant_543","Bangalore","Food Truck","3.7","4.0","0.3","Zomato higher"
"Restaurant_546","Bangalore","Cloud Kitchen","3.9","4.2","0.3","Zomato higher"
"Restaurant_1879","Chennai","Cloud Kitchen","4.2","3.9","0.3","Swiggy higher"
"Restaurant_1465","Pune","Fine Dine","3.8","4.1","0.3","Zomato higher"
"Restaurant_108","Mumbai","Cloud Kitchen","3.9","3.6","0.3","Swiggy higher"
"Restaurant_1096","Delhi","Cloud Kitchen","3.8","4.1","0.3","Zomato higher"
"Restaurant_1311","Pune","Cafe","4.0","4.3","0.3","Zomato higher"
"Restaurant_2399","Jaipur","Fine Dine","4.0","3.7","0.3","Swiggy higher"
"Restaurant_1765","Chennai","Qsr (Quick Service)","3.7","4.0","0.3","Zomato higher"
"Restaurant_554","Bangalore","Qsr (Quick Service)","4.0","4.3","0.3","Zomato higher"
"Restaurant_556","Bangalore","Food Truck","4.2","4.5","0.3","Zomato higher"
"Restaurant_78","Mumbai","Cafe","3.9","4.2","0.3","Zomato higher"
"Restaurant_1769","Chennai","Cafe","4.0","3.7","0.3","Swiggy higher"
"Restaurant_138","Mumbai","Fine Dine","3.6","3.9","0.3","Zomato higher"
"Restaurant_77","Mumbai","Cloud Kitchen","3.7","4.0","0.3","Zomato higher"
"Restaurant_1866","Chennai","Fine Dine","4.0","4.3","0.3","Zomato higher"
"Restaurant_558","Bangalore","Qsr (Quick Service)","4.1","3.8","0.3","Swiggy higher"
"Restaurant_2494","Lucknow","Cloud Kitchen","4.1","3.8","0.3","Swiggy higher"
"Restaurant_954","Delhi","Cloud Kitchen","3.7","4.0","0.3","Zomato higher"
"Restaurant_1472","Pune","Cloud Kitchen","3.6","3.3","0.3","Swiggy higher"
"Restaurant_566","Bangalore","Cloud Kitchen","4.4","4.7","0.3","Zomato higher"
"Restaurant_1473","Pune","Qsr (Quick Service)","3.5","3.2","0.3","Swiggy higher"
"Restaurant_2400","Jaipur","Casual Dining","3.6","3.9","0.3","Zomato higher"
"Restaurant_569","Bangalore","Fine Dine","4.2","3.9","0.3","Swiggy higher"
"Restaurant_626","Bangalore","Fine Dine","4.4","4.1","0.3","Swiggy higher"
"Restaurant_1850","Chennai","Casual Dining","4.5","4.2","0.3","Swiggy higher"
"Restaurant_572","Bangalore","Casual Dining","4.1","3.8","0.3","Swiggy higher"
"Restaurant_2343","Jaipur","Food Truck","4.3","4.0","0.3","Swiggy higher"
"Restaurant_576","Bangalore","Casual Dining","4.2","3.9","0.3","Swiggy higher"
"Restaurant_76","Mumbai","Qsr (Quick Service)","3.8","4.1","0.3","Zomato higher"
"Restaurant_1034","Delhi","Qsr (Quick Service)","4.6","4.9","0.3","Zomato higher"
"Restaurant_2338","Jaipur","Food Truck","4.0","4.3","0.3","Zomato higher"
"Restaurant_1841","Chennai","Cloud Kitchen","3.9","3.6","0.3","Swiggy higher"
"Restaurant_584","Bangalore","Cafe","3.4","3.7","0.3","Zomato higher"
"Restaurant_1791","Chennai","Qsr (Quick Service)","3.3","3.6","0.3","Zomato higher"
"Restaurant_585","Bangalore","Cloud Kitchen","3.7","4.0","0.3","Zomato higher"
"Restaurant_587","Bangalore","Casual Dining","3.7","4.0","0.3","Zomato higher"
"Restaurant_596","Bangalore","Fine Dine","3.7","4.0","0.3","Zomato higher"
"Restaurant_163","Mumbai","Cloud Kitchen","4.3","4.0","0.3","Swiggy higher"
"Restaurant_1821","Chennai","Cloud Kitchen","3.4","3.7","0.3","Zomato higher"
"Restaurant_1820","Chennai","Casual Dining","4.0","4.3","0.3","Zomato higher"
"Restaurant_2334","Jaipur","Casual Dining","4.3","4.0","0.3","Swiggy higher"
"Restaurant_1480","Pune","Casual Dining","4.2","3.9","0.3","Swiggy higher"
"Restaurant_6","Mumbai","Food Truck","4.0","4.3","0.3","Zomato higher"
"Restaurant_75","Mumbai","Cafe","3.9","4.2","0.3","Zomato higher"
"Restaurant_1812","Chennai","Qsr (Quick Service)","4.1","4.4","0.3","Zomato higher"
"Restaurant_607","Bangalore","Food Truck","4.1","3.8","0.3","Swiggy higher"
"Restaurant_1805","Chennai","Cloud Kitchen","4.1","3.8","0.3","Swiggy higher"
"Restaurant_167","Mumbai","Fine Dine","4.1","4.4","0.3","Zomato higher"
"Restaurant_2331","Jaipur","Qsr (Quick Service)","4.1","3.8","0.3","Swiggy higher"
"Restaurant_1106","Delhi","Qsr (Quick Service)","4.0","3.7","0.3","Swiggy higher"
"Restaurant_946","Delhi","Fine Dine","3.5","3.8","0.3","Zomato higher"
"Restaurant_1485","Pune","Fine Dine","4.4","4.7","0.3","Zomato higher"
"Restaurant_174","Mumbai","Casual Dining","4.4","4.1","0.3","Swiggy higher"
"Restaurant_940","Delhi","Casual Dining","3.6","3.3","0.3","Swiggy higher"
"Restaurant_2489","Lucknow","Fine Dine","3.7","4.0","0.3","Zomato higher"
"Restaurant_1113","Delhi","Cafe","3.6","3.3","0.3","Swiggy higher"
"Restaurant_936","Delhi","Cafe","3.6","3.9","0.3","Zomato higher"
"Restaurant_2325","Jaipur","Casual Dining","4.0","4.3","0.3","Zomato higher"
"Restaurant_2484","Lucknow","Cloud Kitchen","3.9","3.6","0.3","Swiggy higher"
"Restaurant_931","Delhi","Fine Dine","3.6","3.9","0.3","Zomato higher"
"Restaurant_2315","Jaipur","Fine Dine","3.8","4.1","0.3","Zomato higher"
"Restaurant_189","Mumbai","Cloud Kitchen","3.5","3.8","0.3","Zomato higher"
"Restaurant_1299","Pune","Cafe","4.3","4.0","0.3","Swiggy higher"
"Restaurant_1497","Pune","Cloud Kitchen","3.5","3.8","0.3","Zomato higher"
"Restaurant_190","Mumbai","Casual Dining","4.2","4.5","0.3","Zomato higher"
"Restaurant_191","Mumbai","Cafe","3.5","3.8","0.3","Zomato higher"
"Restaurant_925","Delhi","Qsr (Quick Service)","4.5","4.2","0.3","Swiggy higher"
"Restaurant_921","Delhi","Qsr (Quick Service)","4.4","4.1","0.3","Swiggy higher"
"Restaurant_1120","Delhi","Fine Dine","3.8","3.5","0.3","Swiggy higher"
"Restaurant_1065","Delhi","Qsr (Quick Service)","3.8","3.5","0.3","Swiggy higher"
"Restaurant_1504","Hyderabad","Qsr (Quick Service)","3.6","3.9","0.3","Zomato higher"
"Restaurant_2302","Jaipur","Fine Dine","4.1","4.4","0.3","Zomato higher"
"Restaurant_2390","Jaipur","Fine Dine","4.0","3.7","0.3","Swiggy higher"
"Restaurant_1391","Pune","Fine Dine","4.3","4.0","0.3","Swiggy higher"
"Restaurant_1508","Hyderabad","Casual Dining","3.7","3.4","0.3","Swiggy higher"
"Restaurant_2291","Jaipur","Fine Dine","3.7","4.0","0.3","Zomato higher"
"Restaurant_2290","Jaipur","Fine Dine","4.1","4.4","0.3","Zomato higher"
"Restaurant_1027","Delhi","Fine Dine","3.6","3.9","0.3","Zomato higher"
"Restaurant_1512","Hyderabad","Casual Dining","3.5","3.2","0.3","Swiggy higher"
"Restaurant_195","Mumbai","Food Truck","4.0","3.7","0.3","Swiggy higher"
"Restaurant_199","Mumbai","Fine Dine","3.9","4.2","0.3","Zomato higher"
"Restaurant_902","Delhi","Fine Dine","3.6","3.9","0.3","Zomato higher"
"Restaurant_1071","Delhi","Casual Dining","4.0","3.7","0.3","Swiggy higher"
"Restaurant_2284","Jaipur","Food Truck","4.5","4.2","0.3","Swiggy higher"
"Restaurant_1394","Pune","Food Truck","4.2","3.9","0.3","Swiggy higher"
"Restaurant_1296","Pune","Fine Dine","4.7","4.4","0.3","Swiggy higher"
"Restaurant_1520","Hyderabad","Qsr (Quick Service)","3.8","4.1","0.3","Zomato higher"
"Restaurant_1521","Hyderabad","Cafe","4.3","4.6","0.3","Zomato higher"
"Restaurant_2283","Jaipur","Qsr (Quick Service)","4.0","4.3","0.3","Zomato higher"
"Restaurant_1523","Hyderabad","Casual Dining","4.4","4.7","0.3","Zomato higher"
"Restaurant_1289","Pune","Fine Dine","4.1","3.8","0.3","Swiggy higher"
"Restaurant_2280","Ahmedabad","Casual Dining","4.4","4.1","0.3","Swiggy higher"
"Restaurant_1128","Delhi","Casual Dining","4.3","4.0","0.3","Swiggy higher"
"Restaurant_896","Delhi","Food Truck","3.9","3.6","0.3","Swiggy higher"
"Restaurant_201","Mumbai","Fine Dine","4.0","4.3","0.3","Zomato higher"
"Restaurant_1529","Hyderabad","Food Truck","3.8","4.1","0.3","Zomato higher"
"Restaurant_2265","Ahmedabad","Qsr (Quick Service)","3.6","3.9","0.3","Zomato higher"
"Restaurant_2261","Ahmedabad","Food Truck","4.1","3.8","0.3","Swiggy higher"
"Restaurant_2250","Ahmedabad","Qsr (Quick Service)","3.8","3.5","0.3","Swiggy higher"
"Restaurant_1282","Pune","Food Truck","3.4","3.7","0.3","Zomato higher"
"Restaurant_1329","Pune","Cloud Kitchen","4.2","4.5","0.3","Zomato higher"
"Restaurant_885","Delhi","Cafe","3.7","4.0","0.3","Zomato higher"
"Restaurant_217","Mumbai","Fine Dine","4.1","3.8","0.3","Swiggy higher"
"Restaurant_218","Mumbai","Fine Dine","3.8","3.5","0.3","Swiggy higher"
"Restaurant_220","Mumbai","Qsr (Quick Service)","4.5","4.8","0.3","Zomato higher"
"Restaurant_1062","Delhi","Qsr (Quick Service)","4.0","4.3","0.3","Zomato higher"
"Restaurant_221","Mumbai","Food Truck","3.9","4.2","0.3","Zomato higher"
"Restaurant_1017","Delhi","Cloud Kitchen","3.4","3.7","0.3","Zomato higher"
"Restaurant_880","Delhi","Cloud Kitchen","3.9","3.6","0.3","Swiggy higher"
"Restaurant_1543","Hyderabad","Cafe","4.3","4.6","0.3","Zomato higher"
"Restaurant_1012","Delhi","Fine Dine","4.5","4.8","0.3","Zomato higher"
"Restaurant_1279","Pune","Casual Dining","4.2","3.9","0.3","Swiggy higher"
"Restaurant_222","Mumbai","Qsr (Quick Service)","3.8","4.1","0.3","Zomato higher"
"Restaurant_877","Delhi","Casual Dining","3.9","4.2","0.3","Zomato higher"
"Restaurant_224","Mumbai","Cafe","3.7","4.0","0.3","Zomato higher"
"Restaurant_1549","Hyderabad","Casual Dining","4.3","4.0","0.3","Swiggy higher"
"Restaurant_1550","Hyderabad","Food Truck","4.1","3.8","0.3","Swiggy higher"
"Restaurant_2233","Ahmedabad","Fine Dine","3.9","4.2","0.3","Zomato higher"
"Restaurant_874","Delhi","Cafe","4.0","3.7","0.3","Swiggy higher"
"Restaurant_1553","Hyderabad","Fine Dine","3.4","3.7","0.3","Zomato higher"
"Restaurant_873","Delhi","Fine Dine","4.1","3.8","0.3","Swiggy higher"
"Restaurant_1278","Pune","Fine Dine","3.6","3.9","0.3","Zomato higher"
"Restaurant_235","Mumbai","Casual Dining","4.2","3.9","0.3","Swiggy higher"
"Restaurant_2223","Ahmedabad","Qsr (Quick Service)","3.8","3.5","0.3","Swiggy higher"
"Restaurant_121","Mumbai","Food Truck","3.8","4.1","0.3","Zomato higher"
"Restaurant_1274","Pune","Cloud Kitchen","4.0","3.7","0.3","Swiggy higher"
"Restaurant_862","Bangalore","Fine Dine","4.4","4.1","0.3","Swiggy higher"
