restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,distance_from_city_center_km,opening_time,closing_time,days_operational,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed,swiggy_revenue_outlier_flag,zomato_revenue_outlier_flag,swiggy_orders_outlier_flag,zomato_orders_outlier_flag
REST001275,Restaurant_1275,Pune,Pune_Locality_19,Cafe,Seafood; Mughlai,5.7,11:00,22:00,3278,3.1,3450,4.3,4027,3.7,1136,Premium,48,48,37,33,19,19,8,24,161,224,148145,206115,144281,200739,57,43,Zomato Better,Bar; Rooftop; Outdoor Seating; Smoking Area,4,FALSE,TRUE,FALSE,21-06-2019,2520,Normal,Normal,Normal,Normal
REST001276,Restaurant_1276,Pune,Pune_Locality_12,Cafe,Korean,2.2,08:00,23:00,78,4.4,1362,4,564,4.2,677,Mid-Range,31,31,31,35,23,20,22,20,160,145,83406,78532,80926,76284,50,50,Swiggy Better,Private Room; Family Friendly; Takeaway; Parking,4,FALSE,FALSE,TRUE,02-07-2023,1048,Normal,Normal,Normal,Normal
REST001277,Restaurant_1277,Pune,Pune_Locality_18,Fine Dine,Pan-Asian,8.7,07:00,23:00,826,4.1,4665,4.6,2970,4.35,255,Budget,63,63,39,42,15,17,17,23,136,153,29478,32382,25194,27562,43,57,Zomato Better,Vegan Options; Family Friendly; Live Music; WiFi,4,TRUE,FALSE,FALSE,27-06-2020,2148,Normal,Normal,Normal,Normal
REST001278,Restaurant_1278,Pune,Pune_Locality_12,Fine Dine,Fast Food; Street Food,9.3,12:00,22:00,3427,3.6,161,3.9,12,3.75,1394,Luxury,66,66,46,44,16,15,7,6,158,171,185011,202617,179797,196974,40,60,Zomato Better,Vegan Options; Private Room; Rooftop; WiFi; Parking; Outdoor Seating; Live Music,7,FALSE,FALSE,TRUE,17-08-2017,3193,Normal,Normal,Normal,Normal
REST001279,Restaurant_1279,Pune,Pune_Locality_11,Casual Dining,Cafe,12.3,11:00,23:00,3223,4.2,2965,3.9,3659,4.05,1421,Luxury,81,81,52,50,23,20,11,11,272,252,297614,286473,286598,276267,40,60,Swiggy Better,Smoking Area; Vegan Options; WiFi,3,TRUE,FALSE,TRUE,08-07-2022,1407,Normal,Normal,Normal,Normal
REST001280,Restaurant_1280,Pune,Pune_Locality_8,Casual Dining,Desserts,14,10:00,23:00,222,3.6,3979,4,2668,3.8,847,Premium,90,90,51,48,21,20,6,19,166,185,111075,125356,103605,117031,55,45,Zomato Better,Dine-in; WiFi; Vegan Options; Family Friendly; Outdoor Seating,5,TRUE,FALSE,FALSE,31-08-2021,1718,Normal,Normal,Normal,Normal
REST001281,Restaurant_1281,Pune,Pune_Locality_6,Cafe,Mediterranean,7.8,07:00,22:00,1419,3.9,332,4.6,2536,4.25,612,Mid-Range,59,59,38,37,22,21,9,32,167,197,79719,95245,74792,89434,58,42,Zomato Better,Takeaway; Family Friendly; AC; WiFi,4,TRUE,FALSE,TRUE,04-07-2019,2507,Normal,Normal,Normal,Normal
REST001282,Restaurant_1282,Pune,Pune_Locality_13,Food Truck,Seafood,7,10:00,23:00,167,3.4,2958,3.7,4375,3.55,794,Premium,55,55,32,41,18,19,11,12,83,90,54039,57882,51757,55407,64,36,Zomato Better,Outdoor Seating; AC; WiFi; Takeaway; Alcohol; Family Friendly; Live Music; Vegan Options,8,FALSE,TRUE,FALSE,11-03-2021,1891,Normal,Normal,Normal,Normal
REST001283,Restaurant_1283,Pune,Pune_Locality_19,Fine Dine,Chinese; Desserts,3.6,07:00,23:00,3485,4,4905,3.6,4282,3.8,451,Mid-Range,38,38,35,30,18,15,18,12,177,159,65458,60952,62095,57931,44,56,Swiggy Better,WiFi; Dine-in; Family Friendly,3,TRUE,FALSE,TRUE,04-06-2022,1441,Normal,Normal,Normal,Normal
REST001284,Restaurant_1284,Pune,Pune_Locality_19,Food Truck,Street Food,3.1,12:00,22:00,1799,4,1816,3.2,1312,3.6,1111,Premium,35,35,43,27,18,19,25,7,119,95,108411,85491,106328,83828,61,39,Swiggy Better,Outdoor Seating; Private Room; Live Music,3,TRUE,TRUE,FALSE,03-02-2020,2293,Normal,Normal,Normal,Normal
REST001285,Restaurant_1285,Pune,Pune_Locality_19,Cloud Kitchen,Biryani,5.6,07:00,23:00,2434,4.1,1497,4.6,2798,4.35,945,Premium,48,48,35,36,26,22,20,35,328,368,229370,271252,221498,262420,66,34,Zomato Better,Live Music; AC; Dessert Bar; Vegan Options; Dine-in; Smoking Area; Rooftop,7,TRUE,FALSE,TRUE,20-06-2025,329,Normal,Normal,Normal,Normal
REST001286,Restaurant_1286,Pune,Pune_Locality_7,Cafe,Mediterranean,2.3,09:00,23:00,2141,3.9,4942,3.5,3645,3.7,1053,Premium,31,31,30,28,17,17,12,9,181,162,158192,141586,155386,139075,55,45,Swiggy Better,Takeaway; Private Room; WiFi; Live Music; Bar; Family Friendly,6,TRUE,TRUE,FALSE,01-07-2017,3240,Normal,Normal,Normal,Normal
REST001287,Restaurant_1287,Pune,Pune_Locality_16,Cafe,Korean,14.9,08:00,23:00,1192,3.8,3135,3.9,1962,3.85,1181,Premium,94,94,59,51,17,19,12,12,159,163,155856,155927,148383,148266,49,51,Swiggy Better,Private Room; Dine-in; Bar; Parking; WiFi,5,FALSE,FALSE,TRUE,23-06-2021,1787,Normal,Normal,Normal,Normal
REST001288,Restaurant_1288,Pune,Pune_Locality_18,Food Truck,Continental,11,07:00,23:00,1289,4.2,1925,4.4,530,4.3,663,Mid-Range,75,75,53,52,20,20,18,15,118,124,62587,65769,58162,61119,55,45,Zomato Better,Dessert Bar; Outdoor Seating; Private Room,3,TRUE,TRUE,TRUE,29-10-2019,2390,Normal,Normal,Normal,Normal
REST001289,Restaurant_1289,Pune,Pune_Locality_1,Fine Dine,Mughlai,0.7,07:00,22:00,2891,4.1,65,3.8,2381,3.95,709,Premium,30,30,30,25,15,18,12,6,171,159,103053,92439,100488,90054,52,48,Swiggy Better,Private Room; Smoking Area; Dessert Bar; WiFi; Takeaway,5,FALSE,FALSE,TRUE,28-11-2021,1629,Normal,Normal,Normal,Normal
REST001290,Restaurant_1290,Pune,Pune_Locality_19,Qsr (Quick Service),Mughlai,12.6,07:00,22:00,2392,3.4,2550,4.4,3045,3.9,1051,Premium,83,83,46,45,21,20,11,21,203,262,168548,220289,160124,209416,61,39,Zomato Better,Bar; AC; Private Room; Rooftop; WiFi; Family Friendly,6,FALSE,TRUE,FALSE,26-12-2019,2332,Normal,Normal,Normal,Normal
REST001291,Restaurant_1291,Pune,Pune_Locality_11,Casual Dining,North Indian,12.8,11:00,23:00,602,3.7,1525,4.8,588,4.25,1155,Premium,84,84,47,53,20,20,14,37,180,233,166320,215292,158760,205506,49,51,Zomato Better,Family Friendly; Outdoor Seating; Smoking Area; Parking; WiFi; Dessert Bar; Private Room,7,TRUE,TRUE,TRUE,15-06-2021,1795,Normal,Normal,Normal,Normal
REST001292,Restaurant_1292,Pune,Pune_Locality_2,Cafe,Japanese,6.5,08:00,23:00,2517,4.1,4320,3.7,3547,3.9,714,Premium,52,52,42,39,19,22,23,8,198,179,114511,99688,109363,95034,55,45,Swiggy Better,Dine-in; Live Music; Outdoor Seating; Takeaway; WiFi; Private Room; Smoking Area,7,TRUE,TRUE,TRUE,09-03-2020,2258,Normal,Normal,Normal,Normal
REST001293,Restaurant_1293,Pune,Pune_Locality_1,Food Truck,Cafe,13.5,07:00,23:00,474,3.8,2071,3.6,4120,3.7,1239,Luxury,87,87,49,57,18,19,7,14,97,92,98550,92330,94330,88328,51,49,Swiggy Better,Takeaway; Parking; Smoking Area; WiFi; Live Music; AC,6,FALSE,FALSE,FALSE,27-05-2022,1449,Normal,Normal,Normal,Normal
REST001294,Restaurant_1294,Pune,Pune_Locality_3,Cafe,Thai,14.1,11:00,22:00,2372,3.7,739,3.6,1988,3.65,822,Premium,90,90,50,57,21,23,8,15,176,171,114290,108232,106370,100537,53,47,Swiggy Better,Rooftop; Private Room; Alcohol; Bar,4,FALSE,FALSE,FALSE,03-11-2018,2750,Normal,Normal,Normal,Normal
REST001295,Restaurant_1295,Pune,Pune_Locality_11,Fine Dine,Street Food; Continental,14.2,07:00,22:00,1615,3.5,918,3.6,3550,3.55,414,Mid-Range,91,91,52,58,16,15,7,14,128,131,44513,46098,38689,40138,49,51,Zomato Better,AC; Rooftop; Dessert Bar; Alcohol,4,FALSE,TRUE,FALSE,13-06-2021,1797,Normal,Normal,Normal,Normal
REST001296,Restaurant_1296,Pune,Pune_Locality_7,Fine Dine,Multi-Cuisine; Street Food,6.8,12:00,22:00,2342,4.7,1084,4.4,4060,4.55,307,Mid-Range,54,54,37,37,16,17,24,10,186,174,47965,44336,42943,39638,52,48,Swiggy Better,Alcohol; Dessert Bar; Family Friendly; Outdoor Seating,4,TRUE,TRUE,FALSE,23-11-2024,538,Normal,Normal,Normal,Normal
REST001297,Restaurant_1297,Pune,Pune_Locality_9,Cafe,Chinese,13.5,10:00,22:00,3024,4.3,2227,3.3,3426,3.8,524,Mid-Range,87,87,53,53,19,21,17,14,218,168,92527,69545,83044,62237,52,48,Swiggy Better,Dessert Bar; Parking; Dine-in; Alcohol,4,TRUE,FALSE,TRUE,04-03-2024,802,Normal,Normal,Normal,Normal
REST001298,Restaurant_1298,Pune,Pune_Locality_18,Cloud Kitchen,Continental,1.8,07:00,22:00,1162,4.4,2577,4.2,4886,4.3,1229,Luxury,30,30,29,27,23,23,19,19,306,292,289576,276328,284986,271948,60,40,Swiggy Better,Rooftop; Parking; Dine-in; Family Friendly,4,FALSE,FALSE,TRUE,15-02-2026,89,Normal,Normal,Normal,Normal
REST001299,Restaurant_1299,Pune,Pune_Locality_2,Cafe,Cafe; Thai,12.9,11:00,23:00,2650,4.3,42,4,2486,4.15,564,Mid-Range,84,84,60,56,20,21,7,17,210,196,94752,87329,85932,79097,45,55,Swiggy Better,Parking; Bar; Private Room; Live Music; Outdoor Seating; Family Friendly; Vegan Options; Rooftop,8,FALSE,FALSE,FALSE,24-04-2022,1482,Normal,Normal,Normal,Normal
REST001300,Restaurant_1300,Pune,Pune_Locality_15,Qsr (Quick Service),Street Food,2.3,10:00,22:00,1492,3.8,884,4.3,2370,4.05,1108,Premium,31,31,32,28,20,19,15,17,205,233,181712,209112,178534,205501,53,47,Zomato Better,Live Music; Rooftop; Private Room; Vegan Options; Outdoor Seating; Bar; WiFi,7,TRUE,FALSE,TRUE,08-05-2018,2929,Normal,Normal,Normal,Normal
REST001301,Restaurant_1301,Pune,Pune_Locality_4,Casual Dining,Chinese,3.5,08:00,22:00,1073,3.6,3881,3.8,4430,3.7,1405,Luxury,37,37,29,28,19,20,8,8,185,196,210539,220304,207116,216678,43,57,Zomato Better,Smoking Area; Private Room; Vegan Options; Takeaway; Outdoor Seating; Rooftop; Dine-in; Live Music,8,FALSE,TRUE,TRUE,26-07-2018,2850,Normal,Normal,Normal,Normal
REST001302,Restaurant_1302,Pune,Pune_Locality_8,Casual Dining,Street Food,8.7,09:00,23:00,3255,3.1,2367,4.2,1490,3.65,322,Mid-Range,63,63,42,40,18,18,11,20,201,273,53072,72082,46740,63483,54,46,Zomato Better,Takeaway; Dine-in; Private Room; Bar; WiFi; Dessert Bar; Live Music,7,FALSE,FALSE,TRUE,16-06-2016,3620,Normal,Normal,Normal,Normal
REST001303,Restaurant_1303,Pune,Pune_Locality_7,Cloud Kitchen,Desserts,12.4,11:00,23:00,3096,3.7,1290,3.8,71,3.75,1443,Luxury,82,82,56,52,27,25,13,8,316,324,332871,350649,319915,337365,58,42,Zomato Better,Outdoor Seating; Family Friendly; Alcohol; Dine-in; Dessert Bar,5,FALSE,FALSE,FALSE,16-10-2018,2768,Normal,Outlier,Normal,Normal
REST001304,Restaurant_1304,Pune,Pune_Locality_7,Fine Dine,South Indian; Bakery,8.3,08:00,22:00,1554,4.5,501,4,3475,4.25,583,Mid-Range,61,61,39,39,17,16,35,24,163,145,78874,71009,73902,66586,48,52,Swiggy Better,WiFi; AC; Parking; Alcohol; Private Room,5,TRUE,FALSE,FALSE,06-06-2024,708,Normal,Normal,Normal,Normal
REST001305,Restaurant_1305,Pune,Pune_Locality_10,Cloud Kitchen,Lebanese,4.5,12:00,22:00,1755,4.1,3111,4.6,2907,4.35,1478,Luxury,42,42,36,25,27,24,12,30,305,342,329076,384161,322671,376979,63,37,Zomato Better,Bar; AC; Smoking Area; Live Music; Parking,5,TRUE,FALSE,FALSE,13-10-2022,1310,Normal,Outlier,Normal,Normal
REST001306,Restaurant_1306,Pune,Pune_Locality_17,Casual Dining,Mughlai; Chinese,5.8,12:00,23:00,3256,3.5,2950,4.4,4649,3.95,889,Premium,49,49,40,33,17,22,15,17,227,286,167496,198318,161934,191311,52,48,Zomato Better,Live Music; Family Friendly; Bar; Parking; Outdoor Seating; Dessert Bar; AC; WiFi,8,FALSE,TRUE,TRUE,19-04-2025,391,Normal,Normal,Normal,Normal
REST001307,Restaurant_1307,Pune,Pune_Locality_5,Food Truck,Fast Food,5.2,09:00,23:00,3029,3.5,3026,4.7,1631,4.1,1078,Premium,46,46,33,32,17,17,7,33,118,159,105579,142263,102865,138606,53,47,Zomato Better,Live Music; Dine-in; Outdoor Seating; Vegan Options; Family Friendly,5,TRUE,TRUE,FALSE,25-10-2023,933,Normal,Normal,Normal,Normal
REST001308,Restaurant_1308,Pune,Pune_Locality_5,Casual Dining,Fast Food,2.3,08:00,23:00,2569,3.9,1568,3.8,4975,3.85,462,Mid-Range,31,31,33,35,21,21,9,14,237,231,86500,84310,82826,80729,40,60,Swiggy Better,Smoking Area; Outdoor Seating; Alcohol; WiFi; Dine-in; Family Friendly,6,FALSE,FALSE,TRUE,25-01-2024,841,Normal,Normal,Normal,Normal
REST001309,Restaurant_1309,Pune,Pune_Locality_7,Food Truck,Street Food,10.1,09:00,23:00,2718,3.5,206,4.3,422,3.9,1047,Premium,70,70,40,45,23,19,9,17,115,141,92711,119577,88686,114642,53,47,Zomato Better,Smoking Area; Dessert Bar; Dine-in; Private Room; Vegan Options; WiFi,6,TRUE,FALSE,TRUE,14-08-2020,2100,Normal,Normal,Normal,Normal
REST001310,Restaurant_1310,Pune,Pune_Locality_17,Cafe,Pan-Asian; North Indian,5.2,08:00,23:00,2402,4.1,4686,3.6,3915,3.85,527,Mid-Range,46,46,30,39,18,22,14,10,196,172,84699,70702,80191,66746,62,38,Swiggy Better,Bar; Private Room; Outdoor Seating; Family Friendly; Live Music; WiFi,6,FALSE,TRUE,TRUE,23-12-2020,1969,Normal,Normal,Normal,Normal
REST001311,Restaurant_1311,Pune,Pune_Locality_6,Cafe,Biryani,3.3,12:00,22:00,2782,4,3536,4.3,3419,4.15,964,Premium,36,36,35,34,19,21,22,12,198,213,154606,162212,151042,158378,64,36,Zomato Better,Dine-in; AC; Alcohol; Private Room; Outdoor Seating; Rooftop; Vegan Options,7,FALSE,FALSE,TRUE,19-05-2019,2553,Normal,Normal,Normal,Normal
REST001312,Restaurant_1312,Pune,Pune_Locality_1,Qsr (Quick Service),Desserts; Desserts,11.4,12:00,23:00,2816,4.9,2664,4.5,3426,4.7,327,Mid-Range,77,77,48,51,20,20,40,27,305,280,79788,73248,68045,62468,46,54,Swiggy Better,Alcohol; Live Music; Smoking Area,3,TRUE,TRUE,TRUE,09-11-2021,1648,Normal,Normal,Normal,Normal
REST001313,Restaurant_1313,Pune,Pune_Locality_3,Qsr (Quick Service),Multi-Cuisine,12.2,08:00,23:00,2673,4.5,2039,3.9,4524,4.2,154,Budget,81,81,55,53,23,17,32,8,276,239,32728,30548,21550,20869,48,52,Swiggy Better,Alcohol; Rooftop; Parking,3,TRUE,TRUE,TRUE,22-03-2026,54,Normal,Normal,Normal,Normal
REST001314,Restaurant_1314,Pune,Pune_Locality_5,Casual Dining,Korean,3.6,08:00,23:00,828,3.6,555,3.5,2394,3.55,159,Budget,38,38,29,30,17,18,13,14,180,175,23754,22816,20334,19491,43,57,Swiggy Better,Family Friendly; Outdoor Seating; Dine-in; Takeaway; Private Room; Vegan Options,6,FALSE,TRUE,TRUE,10-10-2016,3504,Normal,Normal,Normal,Normal
REST001315,Restaurant_1315,Pune,Pune_Locality_11,Fine Dine,Biryani; Multi-Cuisine,6.3,12:00,22:00,2386,4,871,4,4776,4,1458,Luxury,51,51,45,37,14,14,16,15,159,159,199366,199366,195312,195312,54,46,Balanced,Private Room; WiFi; Alcohol; Live Music; Smoking Area,5,TRUE,FALSE,FALSE,05-01-2025,495,Normal,Normal,Normal,Normal
REST001316,Restaurant_1316,Pune,Pune_Locality_16,Fine Dine,Mughlai,4.9,07:00,22:00,2564,3.5,4535,4.1,3714,3.8,172,Budget,44,44,36,36,17,17,5,11,141,166,20129,23698,17027,20046,55,45,Zomato Better,Live Music; Dessert Bar; Bar; Rooftop; Alcohol; Dine-in; Private Room,7,TRUE,FALSE,TRUE,04-04-2019,2598,Normal,Normal,Normal,Normal
REST001317,Restaurant_1317,Pune,Pune_Locality_13,Casual Dining,Bakery,10.2,07:00,23:00,81,4.5,1768,3.4,1467,3.95,693,Mid-Range,71,71,43,39,21,19,34,11,204,154,111683,86444,104441,80977,42,58,Swiggy Better,Parking; Outdoor Seating; Dessert Bar; Dine-in,4,TRUE,TRUE,TRUE,26-10-2023,932,Normal,Normal,Normal,Normal
REST001318,Restaurant_1318,Pune,Pune_Locality_12,Fine Dine,Mexican,11,11:00,22:00,708,4.2,227,4.3,841,4.25,320,Mid-Range,75,75,42,50,15,18,23,14,138,141,37536,36998,32361,31710,42,58,Swiggy Better,Dine-in; Outdoor Seating; Parking; Takeaway; Rooftop; Live Music; Alcohol,7,FALSE,FALSE,TRUE,31-10-2017,3118,Normal,Normal,Normal,Normal
REST001319,Restaurant_1319,Pune,Pune_Locality_1,Cloud Kitchen,Street Food,3,11:00,23:00,197,4.5,2778,4.3,1719,4.4,1462,Luxury,35,35,33,27,24,23,39,18,277,264,307780,297195,302932,292575,68,32,Swiggy Better,Dine-in; Dessert Bar; Parking,3,TRUE,FALSE,FALSE,03-09-2022,1350,Normal,Normal,Normal,Normal
REST001320,Restaurant_1320,Pune,Pune_Locality_11,Fine Dine,Thai,2.9,10:00,23:00,1222,3.7,4077,4.1,4140,3.9,663,Mid-Range,34,34,24,33,12,16,8,10,129,143,75263,79639,73070,77208,41,59,Zomato Better,Family Friendly; AC; WiFi; Dessert Bar; Rooftop; Dine-in; Parking; Live Music,8,FALSE,FALSE,TRUE,28-03-2018,2970,Normal,Normal,Normal,Normal
REST001321,Restaurant_1321,Pune,Pune_Locality_6,Fine Dine,Multi-Cuisine; Street Food,7.1,10:00,22:00,2466,4.2,1545,3.9,4636,4.05,202,Budget,55,55,44,44,13,14,12,7,168,156,29524,27100,24904,22810,54,46,Swiggy Better,Private Room; Live Music; WiFi,3,TRUE,FALSE,FALSE,05-02-2024,830,Normal,Normal,Normal,Normal
REST001322,Restaurant_1322,Pune,Pune_Locality_20,Food Truck,North Indian,9.1,07:00,22:00,1520,3.9,536,4.4,551,4.15,1110,Premium,65,65,37,35,20,17,6,24,113,127,100344,117005,96671,112877,62,38,Zomato Better,Dessert Bar; AC; WiFi,3,FALSE,FALSE,FALSE,07-12-2019,2351,Normal,Normal,Normal,Normal
REST001323,Restaurant_1323,Pune,Pune_Locality_7,Food Truck,Japanese,9.6,08:00,23:00,396,4.2,4959,3.6,216,3.9,780,Premium,68,68,40,39,18,23,13,14,106,91,67797,54654,64193,51560,47,53,Swiggy Better,Smoking Area; Takeaway; Private Room,3,FALSE,FALSE,FALSE,15-06-2018,2891,Normal,Normal,Normal,Normal
REST001324,Restaurant_1324,Pune,Pune_Locality_14,Cloud Kitchen,Mediterranean,13.6,09:00,22:00,2423,4,247,4.4,799,4.2,1141,Premium,88,88,54,52,25,24,25,24,319,351,272984,304373,258948,288929,57,43,Zomato Better,Outdoor Seating; Smoking Area; Dessert Bar,3,TRUE,TRUE,FALSE,20-06-2023,1060,Normal,Normal,Normal,Normal
REST001325,Restaurant_1325,Pune,Pune_Locality_6,Casual Dining,Seafood,6.9,08:00,23:00,2721,4.4,495,3.5,2904,3.95,1452,Luxury,54,54,32,34,20,20,17,10,271,216,314793,250905,307476,245073,48,52,Swiggy Better,Alcohol; Family Friendly; Outdoor Seating; Private Room; Rooftop; Vegan Options; Live Music; Smoking Area,8,FALSE,FALSE,TRUE,12-08-2018,2833,Normal,Normal,Normal,Normal
REST001326,Restaurant_1326,Pune,Pune_Locality_20,Casual Dining,Desserts,4,10:00,23:00,2090,4.2,4339,4.5,2535,4.35,936,Premium,40,40,32,36,20,21,17,30,243,260,181958,192254,177098,187054,42,58,Zomato Better,Rooftop; AC; Smoking Area; Dessert Bar; Parking; Outdoor Seating; Live Music; Takeaway,8,FALSE,FALSE,TRUE,29-09-2021,1689,Normal,Normal,Normal,Normal
REST001327,Restaurant_1327,Pune,Pune_Locality_8,Casual Dining,Multi-Cuisine,12.5,09:00,22:00,3539,4.5,473,3.8,864,4.15,991,Premium,82,82,46,51,18,21,14,6,300,253,243786,198071,231486,187698,52,48,Swiggy Better,AC; Bar; Live Music; WiFi; Parking,5,TRUE,FALSE,FALSE,30-11-2023,897,Normal,Normal,Normal,Normal
REST001328,Restaurant_1328,Pune,Pune_Locality_6,Casual Dining,Thai,13.4,09:00,23:00,828,4.3,2990,4.1,2984,4.2,390,Mid-Range,87,87,51,41,18,22,14,12,215,205,68757,62361,59404,53443,54,46,Swiggy Better,Takeaway; Family Friendly; Parking,3,FALSE,FALSE,FALSE,01-01-2023,1230,Normal,Normal,Normal,Normal
REST001329,Restaurant_1329,Pune,Pune_Locality_3,Cloud Kitchen,Lebanese,9.7,12:00,23:00,2206,4.2,2469,4.5,3111,4.35,636,Mid-Range,68,68,33,44,26,23,23,28,328,351,154369,171891,143217,159957,56,44,Zomato Better,Dessert Bar; Vegan Options; Outdoor Seating; WiFi; Smoking Area; AC,6,FALSE,TRUE,FALSE,17-09-2019,2432,Normal,Normal,Normal,Normal
REST001330,Restaurant_1330,Pune,Pune_Locality_7,Casual Dining,Desserts,5.2,11:00,23:00,2699,3.6,978,4.4,2960,4,641,Mid-Range,46,46,36,33,18,19,15,12,221,271,116162,140705,111079,134472,45,55,Zomato Better,Live Music; Private Room; WiFi; Family Friendly; Vegan Options; Outdoor Seating; Smoking Area,7,TRUE,FALSE,TRUE,25-01-2021,1936,Normal,Normal,Normal,Normal
REST001331,Restaurant_1331,Pune,Pune_Locality_1,Qsr (Quick Service),Mughlai; Chinese,11,08:00,23:00,405,3.7,1964,4.2,3929,3.95,1245,Luxury,75,75,41,39,18,18,5,12,175,199,178657,203159,172095,195696,53,47,Zomato Better,Dessert Bar; AC; Dine-in; Private Room; Bar,5,FALSE,TRUE,TRUE,25-02-2018,3001,Normal,Normal,Normal,Normal
REST001332,Restaurant_1332,Pune,Pune_Locality_15,Cloud Kitchen,Vietnamese; Cafe,13.7,07:00,22:00,2516,4.2,4260,3.3,4032,3.75,1374,Luxury,88,88,59,50,22,22,18,12,338,266,362241,285077,347369,273373,63,37,Swiggy Better,Parking; Vegan Options; Dine-in,3,TRUE,TRUE,FALSE,10-06-2024,704,Outlier,Normal,Normal,Normal
REST001333,Restaurant_1333,Pune,Pune_Locality_3,Fine Dine,Continental; Bakery,6.5,09:00,22:00,36,4.4,1362,5,4580,4.7,1421,Luxury,52,52,29,35,15,13,14,23,132,150,159436,185440,156004,181540,54,46,Zomato Better,Dine-in; Alcohol; AC; Takeaway,4,FALSE,FALSE,FALSE,15-09-2024,607,Normal,Normal,Normal,Normal
REST001334,Restaurant_1334,Pune,Pune_Locality_20,Fine Dine,Street Food; Mediterranean,9.3,10:00,23:00,2637,4.5,562,4.8,2352,4.65,323,Mid-Range,66,66,42,47,12,15,35,25,183,196,52015,53811,45976,47343,44,56,Zomato Better,Bar; Private Room; Alcohol; AC,4,TRUE,FALSE,FALSE,19-10-2019,2400,Normal,Normal,Normal,Normal
REST001335,Restaurant_1335,Pune,Pune_Locality_20,Casual Dining,Thai; Mughlai,10.8,09:00,23:00,2486,4.6,3588,3.9,1757,4.25,1153,Premium,74,74,44,40,18,19,35,12,277,235,261892,219473,251643,210778,43,57,Swiggy Better,Family Friendly; Dessert Bar; Vegan Options; Private Room; Alcohol; Live Music; AC,7,FALSE,FALSE,FALSE,10-02-2026,94,Normal,Normal,Normal,Normal
REST001336,Restaurant_1336,Pune,Pune_Locality_12,Qsr (Quick Service),Lebanese,9,09:00,22:00,2509,3.7,1893,4.6,4677,4.15,264,Budget,65,65,47,42,21,22,13,31,223,278,46508,57245,39261,48210,61,39,Zomato Better,Dessert Bar; AC; Vegan Options; Smoking Area; Private Room; Bar; Dine-in,7,FALSE,TRUE,FALSE,13-04-2022,1493,Normal,Normal,Normal,Normal
REST001337,Restaurant_1337,Pune,Pune_Locality_1,Cafe,Street Food; Mediterranean,13.6,07:00,22:00,1367,4.1,2393,4.1,1071,4.1,947,Premium,88,88,53,54,21,22,10,14,175,175,130922,129265,123222,121565,51,49,Swiggy Better,Parking; Vegan Options; WiFi; Dine-in; Alcohol,5,FALSE,TRUE,FALSE,06-09-2022,1347,Normal,Normal,Normal,Normal
REST001338,Restaurant_1338,Pune,Pune_Locality_9,Qsr (Quick Service),Cafe,9.8,10:00,23:00,1957,4.4,3428,4.1,2979,4.25,810,Premium,69,69,41,45,19,22,21,14,251,233,164681,147209,156021,139170,63,37,Swiggy Better,Takeaway; Outdoor Seating; Private Room; Parking; Alcohol,5,FALSE,FALSE,TRUE,25-02-2021,1905,Normal,Normal,Normal,Normal
REST001339,Restaurant_1339,Pune,Pune_Locality_11,Fine Dine,Biryani,11.7,08:00,23:00,3520,3.5,1444,3.7,2252,3.6,1302,Luxury,78,78,44,39,17,13,14,11,155,164,167502,185769,161457,179373,46,54,Zomato Better,WiFi; Dessert Bar; Vegan Options; Rooftop; Bar; Dine-in,6,TRUE,TRUE,TRUE,03-02-2017,3388,Normal,Normal,Normal,Normal
REST001340,Restaurant_1340,Pune,Pune_Locality_2,Cafe,Thai,6.8,11:00,23:00,271,4,682,3.6,1065,3.8,729,Premium,54,54,42,43,22,18,20,6,149,134,84724,80102,80701,76484,51,49,Swiggy Better,Live Music; Dessert Bar; Vegan Options; Family Friendly; AC; Smoking Area; Parking; Outdoor Seating,8,FALSE,FALSE,FALSE,01-07-2025,318,Normal,Normal,Normal,Normal
REST001341,Restaurant_1341,Pune,Pune_Locality_9,Casual Dining,Mexican; North Indian,1.4,08:00,22:00,1480,3.8,2168,4.2,3349,4,306,Mid-Range,30,30,33,30,18,18,7,22,205,227,51438,56958,48363,53553,48,52,Zomato Better,Vegan Options; Private Room; Live Music; Dessert Bar; Rooftop,5,TRUE,FALSE,TRUE,20-02-2025,449,Normal,Normal,Normal,Normal
